Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
127,"I intend to have also preservative waters to dip Spunges in for severall Constitutions , to be carried in Boxes to smell to : As also , preservative Pomanders of choyse vertue nan ",1,0,0,0
128,"The next point of Dyet , is Meat and Drinke nan ",0,0,0,0
129,"Let your meate be alwayes good and sweet , temperate betwixt hot and cold , and not too moyst or fleshie : easie of digestion , and such as makes the best Bloud nan ",0,0,0,0
130,"Such are Beefe , Mutton , Lambe , Kid , and Cony nan ",0,0,0,0
131,"Turkey , Capon , Pullet , Partridge , Pheasant , Pigeons , Turtles , Larkes , Black-birds , Thrushes , and Finches nan ",0,0,0,0
132,All Water-fowles are naught nan ,0,0,0,0
133,"The Hearts of Red and Fallow Deere , are speciall good : so also are those of young Steeres , Calves , Kids , and Lambes : beeing cordiall , both by reason of Sympathy , and solidnesse of the flesh , which causeth them to be the lesse corruptible nan ",0,0,0,0
134,"Of Fish , ( which should be eaten but seldome , though it be of the best kinde ) the elected are fresh Salmon , Trout , Barbell , Shrimps , Playse and Flounders , ( when they are firme , not flashy ) Smelts , Makarell , Gudgion , Mullet , Soale , Gurnard , Lobster , and Cray-fish nan ",0,0,0,0
135,"But Eeles , Lamperns , and Lampreys , with all such as delight in Mud , are to bee avoyded nan ",0,0,0,0
136,"Egges of Hennes and Turkeys , are good nan ",0,0,0,0
137,"Oyle and Butter , are kindes of Antidotes against venome ; and Butter-milke may now and then be used by hot Constitutions nan ",0,0,0,0
138,Fruites must be eaten but sparingly nan ,0,0,0,0
139,"Those that wee may be most bold withall , are sowre Cherries ; Plums , and Gooseberries before they be full ripe , having a sowre taste nan ",0,0,0,0
140,"Also Peaches , Quinces , Pomgranads , Oranges , Limons , Medlars , Services , Mulberries , Raspes , Strawberries , and Currans , which being not full ripe are astringent , but ripe doe loosen the body nan ",0,0,0,0
141,"But of Walnuts , Filbers , and Small-nuts , the elder are the better Dryed Fruits also are good , whether they bee Peares , Plums , Cherries , Figs , Raisons , or Prunes nan ",0,0,0,0
142,"Moreover , Pease , Beanes , and Artichokes , may be used sometimes by leane and spare Bodies nan ",0,0,0,0
143,If other Fruits that are colder and moyster bee longed for ; eate after the man Orange with a little fennell and salt nan ,0,0,0,0
144,"The best Rootes are Onions , Leekes , and Radishes , for these are vertuous against venome nan ",0,0,0,0
145,"But they offend hot heads , and weake eyes nan ",0,0,0,0
146,"Of Herbes ; Rue , Wormwood , Balme , Mints , Pennyryall , Rosemary , Sage , sweet Marjorum , and Time nan ",0,0,0,0
147,"For Sallets and Sauces , Burrage , Buglosse , Violets , Fennell , and especially Sorrell ; Olives also , and Capers nan ",0,1,0,0
148,"Vineger , Verjuice , juice of Limons and Oranges ; which for their drynesse resist putrifaction , and for their coolnesse , Feavors nan ",0,0,0,0
149,"But those colder stomackes that are offended with them , may temper them with Wine and Spices nan ",0,0,0,0
150,"Yet there must be cautious usage of hot spices , and all salt meates , lest they inflame the Bloud ; though in regard of their drying and heating quality they be usefull in some bodies , and at some times ; especially for cold and waterish stomackes : Others must mixe them with Vineger , Verjuice , or the juice of Limons or Oranges nan ",0,0,0,0
151,"Note here , That Vineger is of a speciall vertue against putrifaction , as AMBROSE PAREY in the 8 nan ",0,0,0,0
152,"Chapter of his Booke of the Plague proveth , by the use of it in washing dead bodies with it before they are Embalmed , that they may keepe sweet the longer nan ",0,0,0,0
153,"But it is not so good for Women , because it offends the Mother ( as CRATO affirmeth , Consil . 275 . ) therefore they must allay it with white Wine and Sugar nan ",0,0,0,0
154,"Note also , that Cabbages , Coleworts , Lettuce , Pompions , Musk-Mellons , and Coucumbers , are very dangerous meates in contagious times ; neither doe I approve of any other rootes , then Garlicke , for rusticke bodies ; and for others Onions , Leekes , and Radishes ( as I said before ) onely nan ",0,0,0,0
155,"Roasting is the best way of dressing Flesh , and Frying or Broyling of Fish nan ",0,0,0,0
156,"Broths are but for Sicke and weake ones fit : And then they must be sharpned with a little Vineger , or juice of Lemmons nan ",0,0,0,0
157,"For ( as MANARDUS sayes , lib . 5 nan ",0,0,0,0
158,Epist . 3 . ) the body ought rather to be dried then moystened nan ,0,0,0,0
159,"And so then for Drinke , it must be as little as may well be borne ; good and pure , whether it be Beere , Ale , or Wine , ( for Mede , Vsquba { que } , Bragget , & c nan ",0,0,0,0
160,"I account them rather Medicines then parts of Food ) But neither heady , too sweet , nor too small nan ",0,0,0,0
161,"To a weake stomacke and a feeble Nature , Wine is an Antidote against all Poysons ; as CELSUS lib . 8 . de Re Medica cap . 27 . affirmeth nan ",0,0,0,0
162,"And Senectutis summa est medicina , as ATTIUS teaches , Tetr . 1 . serm . 4 . cap . 30 nan ",0,0,0,0
163,"But let not those that are young and strong , make a common use of them in Contagious times : For it must needs breed Inflamation , after which followes Putrifaction , which is a fit host to entertaine such an ill guest as the Pestilence nan ",0,0,0,0
164,"Wheaten-Bread of a Day old , and a little leavened is absolutely the best for healthy people nan ",0,0,0,0
165,Light Biskets also with Anise-seeds is very good nan ,0,0,0,0
166,"For the strict Quantitie of Eating and Drinking , I cannot stint every mans stomacke ; but must conclude with HIPPOCRATES , Aph . 17 . lib . 1 nan ",0,0,0,0
167,"Concedendum est aliquid Tempori , Regioni , Aetati , & Consuetudini nan ",0,0,0,0
168,"The Season , Place and Custome , must beare some sway in these things nan ",0,0,0,0
169,Only beware of Sacietie or Glutting : For the same Hippocrates in his 17th nan ,0,0,0,0
170,"Aphorisme , in the 2 , Booke nan ",0,0,0,0
171,"Sayes , that Meate and Drinke immoderately taken , causeth Sicknesse nan ",0,0,0,0
172,"For from thence arise Crudities , which ( sayth GALEN , in Comm . 2 . in Hippocr . de Natur nan ",0,0,0,0
173,Humana ) breed new Diseases nan ,0,0,0,0
174,"Therefore hearken to AVICEN , Who adviseth alwayes to rise from Meate with some remainder of appetite : for within halfe an houre , or thereabouts , as soone as the meate first eaten beginneth to digest , our hunger ceaseth . lib . 1 nan ",0,0,0,0
175,Fen . 3 nan ,0,0,0,0
176,Doct . 2 . cap 7 nan ,0,0,0,0
177,"And hence it is , that some ( greedily following the sense of their appetite-onely ) over-charge their stomackes even to vomiting , before they feele themselves satisfied : because though the vessell be over-full , yet appetite is not apprased till Concoction have begun her worke upon some part of that which is already received nan ",0,0,0,0
178,Section 3 nan ,0,0,0,0
179,"Lazinesse encreaseth superfluous humours , and over-violent labour , wasteth away the nourishing ones nan ",0,0,0,0
180,"But moderate exercise ( ad ruborem non ad sudorem ) stirreth up and nourisheth Naturall heate , helping Concoction and Evacuation ; if also it be used in seasonable times and convenient places nan ",0,0,0,0
181,The best Exercise is walking with a little stirring of the armes nan ,0,0,0,0
182,"The Time , in the morning : and the place , eyther in a pure ayre abroad , or in a purified ayre at home , in some large roome , where is little or no company , by the heate of their bodies and breaths , to distemper the Aire nan ",0,0,0,0
183,"But at all times beware of taking cold ; for great colds and rheumes doe easily putrid Feavors , and they as easily prove Pestilent nan ",0,0,0,0
184,Sleepe and Watching is the fifth point nan ,0,0,0,0
185,"Sleepe eyther immoderate or unseasonable , hindereth digestion , and causes crudities , quels the vitall and dulls the Animall Spirits nan ",0,0,0,0
186,"Watching also over-much , dries up and inflames the good Bloud , and weakens all the powers of Nature nan ",0,0,0,0
187,"Let your sleepe therefore be seasonable , and not superfluous nan ",0,0,0,0
188,"Not upon your dinner , unlesse custome commands it ; and then take it but vapping for halfe an houre or so , sitting in a Chaire upright nan ",0,0,0,0
189,Three houres at least after a light Supper goe to Bed ; where let five or sixe houres suffice for sleepe nan ,0,0,0,0
190,"Lye conveniently warme , the Chamber dores and windowes being shut to exclude the night ayre nan ",0,0,0,0
191,But beware of sleeping or lying on the ground or grasse : for the nearer the earth the more deadly is the Aire nan ,0,0,0,0
192,And the immediate stroake of the cold vapors rising from the ground is dangerous at all times nan ,0,0,0,0
193,"The Sixt Point of Diet , is Passions of the Mind nan ",0,0,0,0
194,"All kindes of Passion , if they be vehement , doe offer violence to the Spirits ; yea though they be of the better and more naturall sort nan ",0,0,0,0
195,"As Laughter ( if unbridled ) doth runne even life out of breath , and greatly perplexeth the Body : in so much as the brest and sides are pained , the breath is straitned , and sometimes the Soule it selfe , is ( as I may say ) laughed out of her skin nan ",0,0,0,0
196,"For so it is recorded of CHRYSIPPVS , That onely upon the sight of an Asse eating Figges , he brake into such an unmeasurable laughter , that he fell downe and dyed nan ",0,0,0,0
197,Section 4 nan ,0,0,0,0
198,"There is commonly , 1 Trembling of the heart , fainting or sowning . 2 A Feavor , though not easily discerned at first . 3 Cardialgia , commonly called Heart-ache . 4 Vomiting , and Loathing in the stomacke . 5 Extreame Thirst , and vile taste in the Mouth . 6 Head-ache , and pricking paines there . 7 Swimming , or Vertigo . 8 Losse of Memorie , and Foolish behaviour . 9 Want of sleepe . 10 Delirium , or Frenzy . 11 Convulsions , or Cramps . 12 Lethargie , or extreame Drowsinesse . 13 Sharp paines in the Eares . 14 Opthalmia , or inflamation of the Eyes . 15 Bleeding at the Nose . 16 The tongue and mouth enflam ' d and furr ' d . 17 Spitting of Bloud . 18 Squinansie . 19 Pleuresie . 20 Very short Breath , and continuall sighing . 21 Drye Cough . 22 Iaundise . 23 Swelling of the Belly with externall paine . 24 Colick , and Iliak Passions . 25 Extreame Costinesse . 26 Wormes . 27 Flux of the Belly : eyther Lieuteria , or Diarrhaea . 28 Bloudy Flux . 29 Swelling of the Testicles very painefully . 30 Suppression of Vrine . 31 Extreame heate , and paine in the Backe . 32 Swelling of the Feet and Legges with intollerable paine . 33 And sometimes , Such immoderate Sweat horribly stinking , that it affrights the Physitian from his course of sweating the Patient , and yet for all this sweat the deadly danger increaseth nan ",1,0,0,0
199,And not one of these Symptomes can bee cured by the common Method of such cases : Because of the venemous quality that is mixed with them nan ,0,0,0,0
200,"When I had well informed my selfe of these things , and saw how little they were regarded of others nan ",0,0,0,0
201,"I was stricken with wonder to see , with what peaceable consciences some men went a killing nan ",0,0,0,0
